Year,DOY,Hour,Minute,TYPE,DIRECTION,Range(RS),Lat(deg),LT(hours),XPOS(RS),YPOS(RS),ZPOS(RS)
2012,240,20,38,MP,O,38.630581,-28.774141,18.215324,-1.9021894,33.707749,-18.774744
2012,240,20,42,MP,I,38.624069,-28.777317,18.216251,-1.9100667,33.701794,-18.771245
2012,250,12,19,MP,O,27.046770,-7.1641927,14.475425,20.275700,15.351849,-9.2056761
2012,250,13,16,MP,I,27.244089,-7.3483663,14.498595,20.312390,15.574376,-9.3319880
2012,250,16,8,MP,O,27.829227,-7.8872561,14.566762,20.410969,16.236445,-9.7075251
2012,250,16,34,MP,I,27.916351,-7.9666042,14.576846,20.424330,16.335305,-9.7635654
2012,250,18,59,MP,O,28.395981,-8.3995152,14.632091,20.491698,16.880862,-10.072661
2012,250,19,19,MP,I,28.461309,-8.4579878,14.639582,20.500058,16.955347,-10.114840
2012,250,20,19,MP,O,28.656126,-8.6316710,14.661876,20.523823,17.177709,-10.240728
2012,250,23,56,MP,I,29.346096,-9.2390356,14.740340,20.593735,17.968290,-10.687937
2012,251,9,3,MP,O,30.988115,-10.642340,14.924829,20.667425,19.869568,-11.760997
2012,251,13,37,MP,I,31.760900,-11.286150,15.011077,20.654435,20.774580,-12.270529
2012,251,14,3,MP,O,31.832571,-11.345425,15.019072,20.651604,20.858864,-12.317940
2012,251,14,41,MP,I,31.936815,-11.431512,15.030700,20.646985,20.981559,-12.386945
2012,251,15,21,MP,O,32.045898,-11.521447,15.042867,20.641508,21.110087,-12.459212
2012,251,16,7,MP,I,32.170521,-11.624014,15.056771,20.634437,21.257102,-12.541853
2012,251,16,29,MP,O,32.229816,-11.672750,15.063387,20.630768,21.327114,-12.581202
2012,252,11,12,MP,I,35.003754,-13.923319,15.376389,20.218223,24.654267,-14.444842
2012,253,3,50,MP,O,37.083958,-15.617227,15.622774,19.536439,27.229550,-15.877627
2012,253,17,34,MP,I,38.552696,-16.857784,15.810053,18.792068,29.104676,-16.914090
2012,253,17,41,MP,O,38.564255,-16.867811,15.811594,18.785120,29.119670,-16.922350
2012,253,17,42,MP,I,38.565907,-16.869246,15.811813,18.784127,29.121812,-16.923530
2012,253,17,49,MP,O,38.577450,-16.879269,15.813352,18.777166,29.136789,-16.931782
2012,253,17,53,MP,I,38.584042,-16.884985,15.814231,18.773188,29.145338,-16.936490
2012,253,18,1,MP,O,38.597198,-16.896427,15.815989,18.765215,29.162425,-16.945903
2012,253,18,2,MP,I,38.598846,-16.897856,15.816208,18.764218,29.164561,-16.947079
2012,253,18,27,MP,O,38.639847,-16.933523,15.821693,18.739221,29.217817,-16.976410
2012,255,7,0,MP,I,41.519726,-19.738863,16.271833,16.111775,33.147792,-19.118631
2012,255,8,24,MP,O,41.602997,-19.835835,16.288130,15.996091,33.270060,-19.184302
2012,261,14,6,MP,I,39.908367,-28.134729,18.000603,-0.0054948396,34.786437,-19.559694
2012,261,14,21,MP,O,39.887581,-28.146786,18.003878,-0.035295990,34.768721,-19.548755
2012,262,14,16,MP,I,37.585896,-29.283520,18.334990,-2.8757703,32.706847,-18.294576
2012,263,2,32,MP,O,36.152229,-29.850868,18.521936,-4.3105208,31.349362,-17.482003
2012,263,2,38,MP,I,36.139793,-29.855438,18.523520,-4.3221102,31.337401,-17.474877
2012,263,3,58,MP,O,35.972820,-29.916227,18.544727,-4.4764349,31.176503,-17.379042
2012,263,10,1,MP,I,35.187149,-30.189463,18.643389,-5.1716526,30.412609,-16.925200
2012,263,10,58,MP,O,35.059528,-30.231941,18.659262,-5.2799921,30.287528,-16.851056
2012,263,13,51,MP,I,34.665024,-30.360052,18.708122,-5.6072760,29.899171,-16.621129
2012,271,6,32,MP,O,23.918829,-6.1935635,14.133385,19.074532,11.919443,-8.1363083
2012,271,9,30,MP,I,24.578381,-7.1833849,14.230919,19.182808,12.679394,-8.6804202
2012,271,10,23,MP,O,24.771860,-7.4673481,14.259150,19.210020,12.902385,-8.8401753
2012,271,17,47,MP,I,26.341917,-9.6744480,14.482666,19.355398,14.712851,-10.138891
2012,271,18,29,MP,O,26.485838,-9.8687563,14.502714,19.362043,14.878889,-10.258148
2012,271,18,33,MP,I,26.499506,-9.8871469,14.504614,19.362616,14.894659,-10.269477
2012,271,18,41,MP,O,26.526819,-9.9238548,14.508410,19.363732,14.926168,-10.292111
2012,272,7,57,MP,I,29.108454,-13.212291,14.858363,19.286396,17.906627,-12.437432
2012,272,8,39,MP,O,29.237453,-13.368210,14.875483,19.272952,18.055658,-12.544930
2012,272,11,22,MP,I,29.731525,-13.958977,14.940818,19.212864,18.626535,-12.956920
2012,272,13,7,MP,O,30.044331,-14.327955,14.982012,19.167715,18.988037,-13.217976
2012,272,13,32,MP,I,30.118183,-14.414526,14.991721,19.156246,19.073395,-13.279638
2012,272,13,58,MP,O,30.194736,-14.504045,15.001780,19.144028,19.161879,-13.343564
2012,278,13,2,MP,I,44.414658,-30.716852,17.291033,6.7065788,35.717284,-25.533492
2012,278,14,18,MP,O,44.458710,-30.803162,17.307272,6.5591675,35.770048,-25.574561
2012,278,14,24,MP,I,44.462139,-30.809946,17.308554,6.5475185,35.774155,-25.577757
2012,278,14,36,MP,O,44.468964,-30.823523,17.311117,6.5242148,35.782335,-25.584133
2012,284,5,12,MP,I,41.958813,-37.653690,19.056456,-9.4051134,33.133539,-23.963610
2012,284,5,42,MP,O,41.922230,-37.670853,19.063601,-9.4603500,33.092346,-23.934739
2012,284,20,22,MP,I,40.751152,-38.139687,19.278114,-11.046261,31.770992,-23.005233
2012,285,0,24,MP,O,40.395264,-38.255825,19.338945,-11.469450,31.368516,-22.721025
2012,285,1,23,MP,I,40.306232,-38.283234,19.353910,-11.571685,31.267779,-22.649825
2012,305,18,6,MP,I,44.837467,-35.277531,18.258646,-2.4587299,36.255417,-26.265906
2012,306,1,52,MP,O,44.609989,-35.643658,18.358608,-3.3916856,36.020421,-26.097442
2012,306,2,17,MP,I,44.596439,-35.662933,18.363995,-3.4416056,36.006272,-26.087279
2012,306,2,31,MP,O,44.588791,-35.673706,18.367014,-3.4695532,35.998279,-26.081536
2012,306,3,8,MP,I,44.568378,-35.702129,18.374998,-3.5433952,35.976920,-26.066184
2012,306,3,31,MP,O,44.555534,-35.719749,18.379961,-3.5892768,35.963467,-26.056514
2012,306,3,41,MP,I,44.549919,-35.727398,18.382120,-3.6092241,35.957577,-26.052281
2012,306,4,57,MP,O,44.506493,-35.785358,18.398552,-3.7607271,35.911985,-26.019492
2012,306,10,47,MP,I,44.290047,-36.047710,18.474577,-4.4563699,35.683111,-25.854687
2012,306,11,49,MP,O,44.248882,-36.093388,18.488110,-4.5792087,35.639319,-25.823117
2012,306,12,7,MP,I,44.236771,-36.106613,18.492044,-4.6148500,35.626423,-25.813817
2012,306,12,52,MP,O,44.206177,-36.139572,18.501884,-4.7039038,35.593814,-25.790301
2012,306,15,8,MP,I,44.110970,-36.238419,18.531702,-4.9726280,35.492114,-25.716929
2012,323,6,2,MP,O,33.367958,-29.844612,16.226467,11.684704,23.330766,-20.798164
2012,323,18,7,MP,I,33.603008,-31.702093,16.479668,10.038805,23.875548,-21.408938
2012,323,19,7,MP,O,33.613853,-31.851849,16.500811,9.8984930,23.911429,-21.451210
2012,323,19,38,MP,I,33.618938,-31.929001,16.511747,9.8257740,23.929415,-21.472550
2012,323,21,19,MP,O,33.633095,-32.179333,16.547451,9.5877725,23.985407,-21.539729
2012,323,21,29,MP,I,33.634293,-32.204033,16.550991,9.5641178,23.990733,-21.546185
2012,323,21,46,MP,O,33.636250,-32.245983,16.557013,9.5238767,23.999697,-21.557076
2012,323,22,1,MP,I,33.637886,-32.282978,16.562328,9.4883209,24.007514,-21.566605
2012,323,23,6,MP,O,33.644039,-32.442852,16.585390,9.3338816,24.040361,-21.606964
2012,323,23,23,MP,I,33.645393,-32.484550,16.591429,9.2933864,24.048678,-21.617272
2012,335,16,55,MP,O,24.795822,-14.513273,14.316330,17.894320,12.411396,-11.856784
2012,339,19,53,MP,I,27.556221,-41.992363,17.224327,3.7408904,18.167697,-20.378563
2012,347,1,18,MP,O,17.328583,9.7249975,12.798733,16.833878,3.5723202,-2.0344189
2012,347,4,20,MP,I,17.967112,7.4472384,12.925952,17.231679,4.2609874,-2.7803569
2012,347,4,47,MP,O,18.059965,7.1223230,12.944176,17.285341,4.3618763,-2.8902219
2012,347,6,8,MP,I,18.335611,6.1664743,12.997935,17.438386,4.6624966,-3.2184560
2012,347,7,48,MP,O,18.669916,5.0236912,13.062527,17.611411,5.0293372,-3.6207365
2012,347,9,25,MP,I,18.987888,3.9522135,13.123457,17.763116,5.3805492,-4.0076479
2012,347,12,17,MP,O,19.536558,2.1350522,13.227761,17.995084,5.9918951,-4.6852066
2012,349,5,26,MP,I,25.439997,-16.709480,14.449646,17.542649,13.097183,-12.958115
2012,349,6,14,MP,O,25.521164,-16.991829,14.470992,17.481943,13.204653,-13.090018
2012,349,12,54,MP,I,26.151720,-19.268757,14.647933,16.919114,14.055998,-14.145140
2012,349,14,38,MP,O,26.302429,-19.840176,14.693758,16.756916,14.264466,-14.406545
2012,349,15,48,MP,I,26.400831,-20.220375,14.724583,16.644238,14.401803,-14.579480
2012,349,17,11,MP,O,26.514359,-20.666740,14.761122,16.507058,14.561548,-14.781392
2012,350,17,4,MP,I,27.950844,-27.752508,15.399915,13.600583,16.794554,-17.726163
2012,350,22,43,MP,O,28.149769,-29.293385,15.556127,12.785015,17.178619,-18.271504
2012,351,20,46,MP,I,28.424614,-34.969788,16.201286,9.2392760,18.148207,-19.830206
2012,351,21,17,MP,O,28.421541,-35.097515,16.217258,9.1502259,18.160724,-19.855618
2012,352,2,11,MP,I,28.370749,-36.298874,16.371096,8.2941175,18.255849,-20.070647
2012,352,2,41,MP,O,28.363359,-36.420471,16.387041,8.2056305,18.263148,-20.089930
2012,352,13,12,MP,I,28.113039,-38.938847,16.734198,6.3006882,18.311979,-20.379295
2012,353,3,26,MP,O,27.482328,-42.235031,17.245243,3.6140461,18.051555,-20.404865
2012,353,6,47,MP,I,27.284212,-42.991814,17.373466,2.9682686,17.933792,-20.346909
2012,353,19,19,MP,O,26.370604,-45.746571,17.883955,0.52554352,17.293564,-19.901386
2012,353,19,44,MP,I,26.335474,-45.835724,17.901819,0.44391594,17.266714,-19.880160
2012,365,7,27,MP,O,28.405733,-35.983479,16.307264,8.6090094,18.137863,-20.094490
2012,365,13,52,MP,I,28.292599,-37.534771,16.514736,7.4647922,18.220106,-20.316883
2013,7,14,3,MP,O,17.295006,9.9486618,12.725470,16.861792,3.2415938,-2.0710507
2013,7,16,55,MP,I,17.900364,7.7844858,12.845925,17.251135,3.8841956,-2.7810836
2013,9,12,5,MP,O,24.772429,-14.320945,14.213270,18.130291,11.863700,-12.009095
2013,9,16,43,MP,I,25.281776,-16.025093,14.338270,17.837719,12.524498,-12.810969
2013,9,18,7,MP,O,25.427729,-16.525131,14.375776,17.738674,12.716806,-13.045752
2013,10,0,14,MP,I,26.022913,-18.636932,14.538651,17.251695,13.517212,-14.030541
2013,10,7,47,MP,O,26.664232,-21.099337,14.738613,16.538046,14.416492,-15.153848
2013,10,12,55,MP,I,27.042776,-22.695595,14.874705,15.988313,14.972380,-15.859176
2013,10,14,16,MP,O,27.134726,-23.106045,14.910590,15.835655,15.111140,-16.036793
2013,21,11,28,MP,O,20.123680,0.37473792,13.236160,18.334048,6.1495788,-5.5684749
2013,21,14,6,MP,I,20.592028,-1.1213137,13.324392,18.475943,6.6757618,-6.1729597
2013,23,15,20,MP,O,26.702637,-21.206564,14.717298,16.583734,14.294236,-15.286774
2013,23,18,25,MP,I,26.933403,-22.169270,14.799163,16.258896,14.633126,-15.713947
2013,23,21,0,MP,O,27.114014,-22.960030,14.867901,15.973045,14.904767,-16.058627
2013,24,23,2,MP,I,28.304548,-30.292103,15.581452,12.491990,17.019346,-18.853104
2013,25,1,4,MP,O,28.350328,-30.826059,15.639716,12.180379,17.136762,-19.018698
2013,27,13,34,MP,I,26.617687,-45.196663,17.723480,1.2554810,17.312360,-20.179378
2013,61,2,52,MP,O,23.223707,-13.517465,13.913198,17.759503,9.7222303,-11.376238
2013,61,3,26,MP,I,23.275162,-13.778336,13.929496,17.716641,9.7972421,-11.483374
2013,61,4,54,MP,O,23.405422,-14.447683,13.971696,17.601022,9.9887959,-11.757628
2013,61,9,19,MP,I,23.772350,-16.415192,14.099111,17.213425,10.542893,-12.556672
2013,61,14,55,MP,O,24.183504,-18.816261,14.262095,16.641748,11.196048,-13.510832
2013,61,17,59,MP,I,24.383360,-20.091860,14.352395,16.293121,11.530168,-14.004919
2013,62,6,16,MP,O,25.007538,-24.970753,14.725586,14.669133,12.699543,-15.777042
2013,64,3,37,MP,I,24.931032,-41.062771,16.438103,6.3141141,14.571188,-19.218970
2013,83,10,50,MP,O,18.197392,8.4390297,12.683331,17.674072,3.1959837,-2.9253893
2013,83,13,20,MP,I,18.621668,6.5880151,12.772678,17.905082,3.6721877,-3.5622366
2013,83,15,53,MP,O,19.040096,4.7806835,12.860811,18.100638,4.1496477,-4.2038753
2013,83,17,35,MP,I,19.311031,3.6176009,12.918095,18.209612,4.4630811,-4.6267588
2013,85,3,42,MP,O,23.444767,-14.932009,13.945917,17.555987,9.8071925,-12.052525
2013,85,16,3,MP,I,24.363981,-20.248806,14.308093,16.312902,11.262509,-14.165052
2013,115,12,31,MP,O,21.256248,-6.2277021,13.292172,18.373809,6.4641632,-8.5115137
2013,115,14,13,MP,I,21.393974,-7.1101842,13.333723,18.302858,6.6638089,-8.8487921
2013,124,17,52,MP,O,20.468470,-1.7084502,13.064582,18.553918,5.3092930,-6.8206869
2013,124,22,42,MP,I,20.948980,-4.3720264,13.183694,18.499938,5.9238065,-7.8435058
2013,155,3,24,MP,O,18.629911,9.9742327,12.460545,18.285402,2.2154188,-2.7945609
2013,155,8,18,MP,I,19.208712,6.1733322,12.626379,18.514479,3.0636239,-4.0991283
2013,155,10,38,MP,O,19.471056,4.4375167,12.703424,18.573374,3.4595888,-4.7098849
2013,155,19,57,MP,I,20.431213,-2.0796947,13.003656,18.512957,4.9795258,-7.0646467
2013,156,4,53,MP,O,21.218731,-7.8078861,13.288064,18.056261,6.3306346,-9.1721892
2013,156,7,39,MP,I,21.436020,-9.4959326,13.376806,17.843893,6.7256038,-9.7910479
2013,156,10,40,MP,O,21.658590,-11.295765,13.474387,17.576900,7.1428894,-10.446347
2013,156,11,9,MP,I,21.692858,-11.580388,13.490119,17.530796,7.2084227,-10.549403
2013,157,8,59,MP,O,22.841661,-23.559910,14.250649,14.603106,9.7610807,-14.601783
2013,167,16,3,MP,O,20.153080,-0.11246599,12.883385,18.601648,4.3803656,-6.3982602
2013,167,20,26,MP,I,20.576645,-3.0572133,13.022926,18.486577,5.0725769,-7.4775513
2013,167,23,2,MP,O,20.813047,-4.7477078,13.105459,18.374681,5.4714105,-8.1004747
2013,168,3,9,MP,I,21.164671,-7.3465271,13.236381,18.134771,6.0839028,-9.0586702
2013,284,9,36,MP,O,22.461781,48.551781,9.2642221,13.894456,-12.093885,12.853545
2013,285,20,42,MP,I,20.150156,28.176340,11.011484,19.246721,-5.0951733,3.1035023
2013,330,16,25,MP,O,31.060427,49.627865,8.0342321,11.664758,-19.792182,20.903421
2013,331,7,3,MP,I,28.985502,48.641891,8.5964804,14.348406,-17.752225,17.864522
2013,331,21,10,MP,O,27.014843,46.235760,9.1442041,16.668177,-15.454872,14.598647
2013,335,0,21,MP,I,20.097786,0.46831879,12.425162,18.776519,2.0986403,-6.8526654
2013,335,0,59,MP,O,20.077969,-0.12370247,12.458968,18.669750,2.2541694,-7.0344809
2013,335,18,15,MP,I,19.566479,-15.497799,13.504934,14.850991,6.1739672,-11.143487
2013,360,8,53,MP,O,35.657597,49.808014,6.8059850,4.8020737,-22.419211,27.309032
2013,360,14,10,MP,I,35.176159,50.239822,6.9893751,5.8674701,-22.143899,26.694247
2013,360,14,38,MP,O,35.133080,50.275082,7.0055852,5.9611978,-22.118075,26.638100
2013,361,4,13,MP,I,33.840839,51.063023,7.4769464,8.6543621,-21.255432,24.869879
2013,361,8,14,MP,O,33.444931,51.195171,7.6157432,9.4347394,-20.957884,24.296420
2013,363,4,30,MP,I,28.736406,48.080921,9.1025896,17.146222,-16.249078,16.363239
2013,363,7,24,MP,O,28.411779,47.499229,9.1970959,17.566984,-15.841584,15.737679
2014,1,19,42,MP,I,20.222067,2.1589713,12.245071,19.124434,1.2287033,-6.4558737
2014,17,23,59,MP,O,45.901291,29.067623,2.8060324,-23.704146,-21.411182,32.963666
2014,30,14,24,MP,I,29.325613,40.744869,9.7571306,22.307767,-14.845405,11.915075
2014,52,17,35,MP,O,47.950638,44.116631,5.7385998,-2.1147979,-30.854272,36.644310
2014,64,6,4,MP,I,25.141739,21.233555,10.915979,24.133960,-7.0391226,0.33134230
2014,77,1,49,MP,O,43.548965,33.428745,3.8072824,-15.993269,-24.730564,32.080003
2014,77,7,31,MP,I,44.019108,34.074600,3.9236724,-15.331341,-25.370062,32.542155
2014,77,9,8,MP,O,44.149044,34.253136,3.9564095,-15.141189,-25.547498,32.668145
2014,77,11,7,MP,I,44.306393,34.469425,3.9964039,-14.906522,-25.762801,32.819666
2014,79,1,19,MP,O,46.907108,38.108036,4.7320280,-10.137263,-29.408086,35.109503
2014,96,7,42,MP,I,25.365410,16.849689,11.002432,24.443861,-6.5330311,-1.7947680
2014,112,17,24,MP,O,54.114010,38.905525,5.9698505,-0.31368459,-39.740476,36.727679
2014,132,22,4,MP,I,22.408335,6.2390194,11.527302,21.421179,-2.6645310,-6.0138828
2014,143,6,1,MP,O,40.938702,36.612656,4.4641652,-10.622463,-24.979454,30.645838
2014,163,13,31,MP,I,27.107868,12.821462,11.063226,25.991469,-6.5052801,-4.1184104
2014,163,16,56,MP,O,26.504560,11.537259,11.148067,25.444143,-5.7709543,-4.6672732
2014,164,4,3,MP,I,24.493374,6.8646884,11.460501,23.406847,-3.3281621,-6.4006433
2014,176,0,55,MP,O,41.758533,42.630619,5.4748664,-3.6642626,-26.484969,32.076386
2014,176,6,37,MP,I,42.266418,43.087063,5.6099482,-2.7729229,-27.060322,32.349651
2014,176,12,25,MP,O,42.764038,43.515266,5.7426882,-1.8633592,-27.619116,32.595631
2014,177,13,49,MP,I,44.719959,45.001694,6.2726355,2.1277020,-29.759250,33.312683
2014,177,22,14,MP,O,45.289532,45.368301,6.4315858,3.4451930,-30.361589,33.428223
2014,196,20,7,MP,I,21.270983,-14.467304,12.978715,16.570823,4.3413150,-12.610136
2014,205,15,32,MP,O,34.915539,38.912018,4.2146597,-9.5651278,-18.952074,27.720430
2014,206,2,41,MP,I,36.218719,40.734016,4.6225147,-7.7451036,-20.537705,28.809924
2014,206,7,48,MP,O,36.793064,41.477924,4.8004079,-6.8938823,-21.224891,29.252487
2014,207,20,16,MP,I,40.457779,45.385887,5.8998861,-0.66645423,-25.421818,31.466157
2014,207,21,26,MP,O,40.562756,45.475964,5.9304452,-0.46506376,-25.536632,31.511924
2014,208,6,25,MP,I,41.345997,46.107079,6.1570687,1.0854517,-26.382083,31.816646
2014,208,7,53,MP,O,41.469681,46.199959,6.1926541,1.3383985,-26.513695,31.858546
2014,208,10,17,MP,I,41.669544,46.346046,6.2500610,1.7520921,-26.725223,31.922463
2014,208,11,37,MP,O,41.779228,46.424076,6.2815170,1.9817776,-26.840687,31.955503
2014,209,3,44,MP,I,43.029278,47.200047,6.6385541,4.7456284,-28.122592,32.219831
2014,209,5,5,MP,O,43.127678,47.251740,6.6666288,4.9757604,-28.220588,32.230997
2014,209,9,25,MP,I,43.437027,47.404533,6.7549667,5.7126465,-28.525528,32.255778
2014,210,19,36,MP,O,45.533836,47.975563,7.3686457,11.396486,-30.433223,31.894660
2014,228,0,11,MP,I,24.560465,-12.870169,12.690241,19.719013,3.6026179,-14.191481
2014,228,3,24,MP,O,24.064989,-14.529687,12.830322,18.808982,4.1543009,-14.425242
2014,228,7,3,MP,I,23.502666,-16.482733,13.003811,17.738427,4.7719701,-14.661238
2014,240,23,28,MP,O,45.383278,41.282726,5.4274521,-4.4289139,-29.325583,34.351663
2014,260,7,0,MP,I,22.573307,0.83977872,11.620255,20.821613,-2.0768745,-8.4676596
2014,271,18,20,MP,O,45.005539,32.910561,4.0239096,-15.126641,-26.583000,33.015560
2014,271,23,52,MP,I,45.527065,33.326683,4.1219311,-14.604393,-27.270168,33.403046
2014,272,2,4,MP,O,45.728981,33.486908,4.1602883,-14.393807,-27.537864,33.550323
2014,272,4,26,MP,I,45.942776,33.656075,4.2011704,-14.165468,-27.822364,33.704516
2014,272,6,46,MP,O,46.150108,33.819675,4.2410970,-13.938579,-28.099338,33.852262
2014,292,16,1,MP,I,20.450520,9.5514307,10.851585,19.058487,-5.9091423,-4.4810518
2014,337,17,32,MP,I,37.095673,23.423822,9.0541201,26.395237,-25.657675,4.5895697
2014,338,7,57,MP,O,34.244709,21.639780,9.2649508,25.762828,-22.415616,2.5528387
2014,340,10,6,MP,I,22.906330,10.177768,10.439887,20.600648,-8.9154163,-4.5638388
2014,340,14,18,MP,O,21.859026,8.5200214,10.602228,19.844505,-7.6043101,-5.1173311
2014,340,21,1,MP,I,20.163137,5.4637799,10.904685,18.475669,-5.4480980,-5.9598662
2014,359,7,59,MP,O,56.165085,26.231813,4.6386881,-15.609545,-41.928694,33.953549
2015,2,21,30,MP,I,42.646633,28.619305,6.5215211,5.1221974,-37.282542,20.062664
2015,2,23,24,MP,O,42.390499,28.609964,6.5439901,5.3173227,-37.083747,19.836231
2015,3,1,22,MP,I,42.122227,28.598984,6.5674648,5.5187050,-36.873847,19.599622
2015,6,10,1,MP,O,27.860991,25.767578,7.8659735,12.566026,-23.643609,7.7012677
2015,7,7,40,MP,I,22.661324,22.816360,8.4657955,13.453088,-17.861324,3.6773754
2015,23,3,37,MP,O,56.402344,15.291910,3.3767831,-30.393932,-37.070386,29.719013
2015,23,13,17,MP,I,56.705654,15.473234,3.4466360,-29.907679,-37.869043,29.782494
2015,23,16,8,MP,O,56.785313,15.525612,3.4670587,-29.757765,-38.096258,29.794667
2015,23,16,32,MP,I,56.796139,15.532925,3.4699206,-29.736487,-38.127846,29.796140
2015,23,18,2,MP,O,56.835960,15.560266,3.4806345,-29.656190,-38.245640,29.801138
2015,23,21,40,MP,I,56.927349,15.625956,3.5065098,-29.458344,-38.526631,29.809860
2015,24,13,40,MP,O,57.244846,15.906665,3.6192789,-28.532028,-39.690702,29.791683
2015,26,18,23,MP,I,57.320007,16.747335,3.9828756,-24.885847,-42.660711,29.091952
2015,34,5,19,MP,O,45.799873,18.871971,5.3610053,-6.9173800,-40.963538,19.281256
2015,37,22,22,MP,I,31.183048,18.882927,6.5284071,4.1078332,-29.504833,9.2180853
2015,65,6,4,MP,O,48.949677,8.1284332,4.5112829,-17.642445,-42.951010,15.492750
2015,65,11,28,MP,I,48.360653,8.1562634,4.5541525,-16.974628,-42.681987,15.128203
2015,66,20,6,MP,O,44.325268,8.3137674,4.8368254,-12.730058,-40.503646,12.733019
2015,67,11,26,MP,I,42.123192,8.3787994,4.9878330,-10.613651,-39.111917,11.487888
2015,68,14,4,MP,O,37.765991,8.4667540,5.2912850,-6.7604575,-36.017331,9.1278850
2015,69,18,27,MP,I,32.248348,8.4893551,5.7054076,-2.4366053,-31.530605,6.3118840
2015,69,21,16,MP,O,31.643457,8.4843092,5.7541614,-1.9980851,-31.002342,6.0142172
2015,70,4,59,MP,I,29.926470,8.4598465,5.8974466,-0.79125038,-29.463938,5.1811077
2015,70,5,35,MP,O,29.789152,8.4571857,5.9092503,-0.69716588,-29.338403,5.1152384
2015,70,12,4,MP,I,28.268396,8.4198551,6.0438285,0.32040839,-27.923073,4.3933669
2015,70,14,17,MP,O,27.732367,8.4029560,6.0931015,0.66829846,-27.413117,4.1422931
2015,70,15,39,MP,I,27.397640,8.3913174,6.1244030,0.88264858,-27.091699,3.9864128
2015,93,18,0,MP,O,46.499252,-0.24445571,3.8288560,-24.347313,-38.118935,10.785893
2015,93,19,12,MP,I,46.378254,-0.24486013,3.8385184,-24.192980,-38.089347,10.716504
2015,93,20,38,MP,O,46.232174,-0.24534382,3.8501208,-24.007599,-38.052399,10.633160
2015,93,22,5,MP,I,46.082684,-0.24583378,3.8619282,-23.818925,-38.013220,10.548341
2015,94,6,0,MP,O,45.235561,-0.24852106,3.9277031,-22.768395,-37.766746,10.076154
2015,94,11,18,MP,I,44.638630,-0.25033218,3.9730682,-22.045696,-37.570000,9.7514000
2015,140,22,44,MP,O,40.270157,-0.34494463,3.9324777,-20.224493,-33.642132,8.9923529
2015,141,5,39,MP,I,39.922817,-0.34520856,3.9964640,-19.516155,-33.730809,8.6708421
2015,141,9,7,MP,O,39.728165,-0.34530175,4.0289116,-19.148715,-33.754003,8.5041632
2015,141,11,5,MP,I,39.611565,-0.34534264,4.0474463,-18.936592,-33.760740,8.4079678
2015,142,23,31,MP,O,36.607483,-0.34426823,4.4146762,-14.532606,-32.981223,6.4148169
2015,143,1,48,MP,I,36.363041,-0.34406200,4.4397488,-14.226900,-32.870487,6.2767078
2015,196,0,22,MP,O,44.763481,-0.45723262,3.5130303,-26.176288,-34.355632,11.758482
2015,196,3,18,MP,I,44.843563,-0.45755020,3.5365856,-26.025331,-34.598025,11.687779
2015,196,7,32,MP,O,44.945435,-0.45797420,3.5703912,-25.797728,-34.934816,11.581358
2015,196,12,34,MP,I,45.045563,-0.45842674,3.6103299,-25.512355,-35.315176,11.448190
2015,199,12,57,MP,O,43.976215,-0.45896116,4.1789474,-19.772392,-38.282401,8.7987323
2015,201,6,23,MP,I,41.172653,-0.45349187,4.5322871,-15.227121,-37.658729,6.7188107
2015,201,7,48,MP,O,41.046265,-0.45320436,4.5452361,-15.056515,-37.603127,6.6409356
2015,201,10,26,MP,I,40.805679,-0.45264882,4.5695100,-14.736771,-37.493276,6.4950176
2015,220,4,39,MP,O,44.988029,-0.46056753,3.9232347,-22.668130,-37.501141,10.185425
2015,221,12,25,MP,I,43.819199,-0.45914969,4.1762018,-19.723780,-38.121047,8.8249994
2016,39,22,5,MP,O,35.433929,11.670014,5.6301017,-3.2989221,-33.959361,9.5625384
2016,43,6,57,MP,I,25.296009,15.357982,6.8954191,5.7757993,-24.185698,4.6454519
2016,43,10,33,MP,O,24.539736,15.551695,6.9803128,6.1309246,-23.361908,4.3395402
2016,43,14,52,MP,I,23.587248,15.788575,7.0891786,6.5407980,-22.313313,3.9613458
2016,53,3,36,MP,O,41.559479,12.634815,5.1717963,-8.4036709,-38.148864,14.185665
2016,54,8,24,MP,I,43.979202,13.969519,5.4791026,-5.6425648,-41.119848,14.542682
2016,54,11,31,MP,O,44.196312,14.101501,5.5103021,-5.3350788,-41.386142,14.561525
2016,76,5,17,MP,O,39.424259,11.652658,4.8882666,-10.574633,-35.300777,14.010867
2016,89,23,45,MP,I,30.683771,21.883656,8.3575020,17.596183,-24.794555,4.1349866
2016,90,1,12,MP,O,30.406603,21.899633,8.3850365,17.620246,-24.453064,4.0169711
2016,90,4,19,MP,I,29.799669,21.930182,8.4459076,17.661910,-23.705109,3.7609897
2016,90,5,2,MP,O,29.657913,21.936419,8.4602461,17.669480,-23.530381,3.7016802
2016,91,19,12,MP,I,20.729778,21.352930,9.5273981,16.534105,-12.499671,0.32445173
2016,99,18,12,MP,O,39.421764,16.319748,5.0636868,-8.6800811,-34.698528,16.575409
2016,123,16,4,MP,I,20.013742,19.806480,11.539491,19.754714,-2.3932518,-2.1385743
2016,130,19,12,MP,O,35.155365,19.780575,4.9323049,-8.4288361,-29.364997,17.394007
2016,131,0,1,MP,I,35.938210,20.465536,5.0351934,-7.7981179,-30.213747,17.829014
